time_s,data,injected_signal,template
0.0,0.25940256326943784,0.011045486763821484,0.022090973527642967
0.000244140625,-0.05809838633433911,0.01103376425125322,0.02206752850250644
0.00048828125,0.33484278779417465,0.010998518743828407,0.021997037487656815
0.000732421875,0.7724545993198965,0.01093967111588376,0.02187934223176752
0.0009765625,-0.1062194939417232,0.010857193419944781,0.021714386839889563
0.001220703125,-0.10631736875007962,0.010751109724510653,0.021502219449021306
0.00146484375,0.8002279045976365,0.010621496843940795,0.02124299368788159
0.001708984375,0.3941858495326214,0.010468484956167057,0.020936969912334114
0.001953125,-0.22444493486333883,0.010292258104137229,0.020584516208274457
0.002197265625,0.2813730763700763,0.010093054577093969,0.020186109154187937
0.00244140625,-0.22183767923822303,0.009871167168008106,0.01974233433601621
0.002685546875,-0.22323793348141172,0.009626943303716728,0.019253886607433456
0.0029296875,0.13034192082758111,0.009360785044564071,0.018721570089128142
0.003173828125,-0.9475669733782918,0.009073148950607167,0.018146297901214335
0.00341796875,-0.8536943704447885,0.008764545811727876,0.017529091623455752
0.003662109375,-0.2727082243811981,0.008435540239288232,0.016871080478576463
0.00390625,-0.49832881004993534,0.008086750117276576,0.01617350023455315
0.004150390625,0.16484251220885415,0.007718845911217213,0.015437691822434426
0.00439453125,-0.44667948792714945,0.007332549833455987,0.014665099666911974
0.004638671875,-0.6992232158038583,0.006928634863787463,0.013857269727574926
0.0048828125,0.7393323080855331,0.006507923624755999,0.013015847249511998
0.005126953125,-0.10681686313192591,0.006071287111341914,0.012142574222683828
0.00537109375,0.03938374561909669,0.005619643275134766,0.011239286550269532
0.005615234375,-0.707220137643231,0.005153955463497398,0.010307910926994795
0.005859375,-0.26751613154795506,0.004675230714636293,0.009350461429272585
0.006103515625,0.059645812764847726,0.004184517909914683,0.008369035819829366
0.00634765625,-0.5718138829259772,0.0036829057851741707,0.007365811570348341
0.006591796875,0.1910205299761029,0.0031715208032668993,0.006343041606533799
0.0068359375,-0.29766782006895964,0.0026515248904428646,0.005303049780885729
0.007080078125,-0.1437227618569541,0.0021241130396842927,0.004248226079368585
0.00732421875,-0.2992627953301683,0.0015905107845301666,0.003181021569060333
0.007568359375,0.9271910638018565,0.0010519715473875694,0.0021039430947751387
0.0078125,-0.006238838502185721,0.0005097738667812395,0.001019547733562479
0.008056640625,-0.5288902459695028,-3.478149155271818e-05,-6.956298310543636e-05
0.00830078125,0.41069208151722447,-0.0005803745343700631,-0.0011607490687401262
0.008544921875,-0.611547494131121,-0.0011256691456098702,-0.0022513382912197405
0.0087890625,0.10276248121255763,-0.001669316289820073,-0.003338632579640146
0.009033203125,-0.9820450192475115,-0.002209957307623764,-0.004419914615247528
0.00927734375,-0.6668392517453166,-0.002746227296101246,-0.005492454592202492
0.009521484375,0.0951538593680214,-0.003276758566540361,-0.006553517133080722
0.009765625,0.36543310582610916,-0.0038001841715960432,-0.0076003683431920864
0.010009765625,0.08136899910148442,-0.004315141493500833,-0.008630282987001666
0.01025390625,-0.0626444170787032,-0.004820275884582942,-0.009640551769165884
0.010498046875,-0.15586609214562352,-0.0053142443509791425,-0.010628488701958285
0.0107421875,-0.7450567144537914,-0.005795719270077741,-0.011591438540155482
0.010986328125,-0.36618549632924824,-0.006263392131893907,-0.012526784263787814
0.01123046875,-0.23703536277416118,-0.0067159772942674365,-0.013431954588534873
0.011474609375,0.5214088973679749,-0.007152215741482979,-0.014304431482965958
0.01171875,0.16423826594858382,-0.007570878835646882,-0.015141757671293764
0.011962890625,-0.8894908497312811,-0.007970772049914168,-0.015941544099828335
0.01220703125,0.15369124602495166,-0.008350738672445835,-0.01670147734489167
0.012451171875,-0.20125080367795015,-0.008709663469791875,-0.01741932693958375
0.0126953125,-0.3475074764512199,-0.009046476298240532,-0.018092952596481065
0.012939453125,0.2964779887688827,-0.009360155651551258,-0.018720311303102515
